Rk,Tm,Year,Date,Time,LTime,Opp,Week,Game,Result,Total Yardage,O Plays,Y/P,D Plays,DY/P,TO
862,IND,2013,9/15/2013,1:02,1:02,MIA,2,2,L 20-24,448,72,6.2222,66,6.0303,1
863,GNB,2014,9/4/2014,8:42,5:42,SEA,1,1,L 16-36,255,57,4.4737,66,6.0303,1
864,BAL,2017,9/24/2017,9:30,2:30,JAX,3,3,L 7-44,186,54,3.4444,68,6.0294,3
865,JAX,2013,11/17/2013,1:04,1:04,ARI,11,10,L 14-27,274,60,4.5667,69,6.029,2
866,NWE,2015,11/15/2015,4:31,4:31,NYG,10,9,W 27-26,406,68,5.9706,70,6.0286,2
867,GNB,2016,12/24/2016,1:00,12:00,MIN,16,15,W 38-25,348,58,6,74,6.027,
868,KAN,2016,11/27/2016,8:30,6:30,DEN,12,11,W 30-27,273,76,3.5921,77,6.026,
869,CAR,2013,11/3/2013,1:03,1:03,ATL,9,8,W 34-10,373,71,5.2535,48,6.0208,2
870,NOR,2016,12/24/2016,4:25,3:25,TAM,16,15,W 31-24,417,67,6.2239,58,6.0172,
871,CAR,2015,12/27/2015,1:02,1:02,ATL,16,15,L 13-20,268,52,5.1538,62,6.0161,1
872,BAL,2013,12/8/2013,1:03,1:03,MIN,14,13,W 29-26,325,79,4.1139,63,6.0159,3
873,CAR,2017,11/26/2017,1:00,1:00,NYJ,12,11,W 35-27,299,64,4.6719,65,6.0154,
874,STL,2014,11/16/2014,1:00,12:00,DEN,11,10,W 22-7,337,65,5.1846,66,6.0152,
875,ATL,2017,10/22/2017,8:30,8:30,NWE,7,6,L 7-23,343,56,6.125,67,6.0149,
876,NWE,2017,10/5/2017,8:25,8:25,TAM,5,5,W 19-14,402,66,6.0909,68,6.0147,2
877,TEN,2016,12/24/2016,1:00,1:00,JAX,16,15,L 17-38,263,67,3.9254,69,6.0145,1
878,NYJ,2016,12/5/2016,8:30,8:30,IND,13,12,L 10-41,250,52,4.8077,70,6.0143,3
879,TEN,2017,9/24/2017,4:05,3:05,SEA,3,3,W 33-27,420,67,6.2687,72,6.0139,
880,DET,2014,11/23/2014,1:02,1:02,NWE,12,11,L 9-34,335,73,4.589,73,6.0137,1
881,JAX,2013,12/1/2013,1:02,1:02,CLE,13,12,W 32-28,314,72,4.3611,73,6.0137,1
882,IND,2012,12/2/2012,1:03,1:03,DET,13,12,W 35-33,459,74,6.2027,75,6.0133,3
883,NYG,2015,12/6/2015,1:03,1:03,NYJ,13,12,L 20-23,355,61,5.8197,77,6.013,1
884,ATL,2015,1/3/2016,1:02,1:02,NOR,17,16,L 17-20,414,63,6.5714,65,6,2
885,ATL,2016,9/26/2016,8:30,7:30,NOR,3,3,W 45-32,442,63,7.0159,79,6,
886,BUF,2014,10/12/2014,1:02,1:02,NWE,6,6,L 22-37,336,66,5.0909,66,6,3
887,CLE,2017,12/31/2017,1:00,1:00,PIT,17,16,L 24-28,374,63,5.9365,58,6,2
888,DEN,2016,10/9/2016,4:05,2:05,ATL,5,5,L 16-23,267,65,4.1077,62,6,1
889,GNB,2012,10/21/2012,1:00,12:00,STL,7,7,W 30-20,402,66,6.0909,59,6,
890,MIA,2015,9/20/2015,4:05,4:05,JAX,2,2,L 20-23,386,62,6.2258,66,6,
891,MIN,2012,12/9/2012,1:05,12:05,CHI,14,13,W 21-14,248,56,4.4286,73,6,1
892,MIN,2016,12/24/2016,1:00,12:00,GNB,16,15,L 25-38,446,74,6.027,58,6,2
893,NWE,2014,10/26/2014,1:02,1:02,CHI,8,8,W 51-23,487,71,6.8592,64,6,
894,NWE,2015,1/3/2016,1:02,1:02,MIA,17,16,L 10-20,196,54,3.6296,73,6,
895,NYJ,2012,10/8/2012,8:40,8:40,HOU,5,5,L 17-23,286,58,4.931,63,6,2
896,PHI,2012,9/30/2012,8:30,8:30,NYG,4,4,W 19-17,422,68,6.2059,61,6,
897,LAR,2016,10/16/2016,1:02,1:02,DET,6,6,L 28-31,387,55,7.0364,58,6,1
898,SDG,2015,11/29/2015,1:03,1:03,JAX,12,11,W 31-25,369,71,5.1972,70,6,
899,ARI,2014,10/26/2014,4:05,1:05,PHI,8,7,W 24-20,400,65,6.1538,87,5.9885,1
900,KAN,2016,11/6/2016,1:00,12:00,JAX,9,8,W 19-14,231,57,4.0526,75,5.9867,
901,SDG,2013,9/9/2013,10:25,7:25,HOU,1,1,L 28-31,263,51,5.1569,75,5.9867,1
902,NYG,2016,11/6/2016,1:00,1:00,PHI,9,8,W 28-23,302,61,4.9508,74,5.9865,2
903,SFO,2016,11/13/2016,4:25,2:25,ARI,10,9,L 20-23,281,61,4.6066,74,5.9865,1
904,TAM,2014,12/21/2014,1:03,1:03,GNB,16,15,L 3-20,109,47,2.3191,72,5.9861,1
905,NYG,2017,10/22/2017,4:25,4:25,SEA,7,7,L 7-24,177,57,3.1053,71,5.9859,1
906,HOU,2012,12/10/2012,8:40,8:40,NWE,14,13,L 14-42,323,65,4.9692,70,5.9857,1
907,NYJ,2017,10/8/2017,1:00,1:00,CLE,5,5,W 17-14,212,51,4.1569,70,5.9857,1
908,DET,2013,10/13/2013,1:02,1:02,CLE,6,6,W 31-17,366,72,5.0833,66,5.9848,1
909,MIN,2015,9/14/2015,10:20,7:20,SFO,1,1,L 3-20,248,54,4.5926,66,5.9848,1
910,IND,2017,9/17/2017,1:00,1:00,ARI,2,2,L 13-16,266,70,3.8,65,5.9846,1
911,JAX,2016,12/11/2016,1:00,1:00,MIN,14,13,L 16-25,315,65,4.8462,63,5.9841,
912,PIT,2015,10/25/2015,1:03,12:03,KAN,7,7,L 13-23,339,55,6.1636,63,5.9841,3
913,ATL,2014,10/19/2014,1:02,1:02,BAL,7,7,L 7-29,254,65,3.9077,62,5.9839,1
914,CLE,2014,11/2/2014,1:02,1:02,TAM,9,8,W 22-17,330,65,5.0769,61,5.9836,2
915,SDG,2013,10/20/2013,1:02,1:02,JAX,7,7,W 24-6,434,67,6.4776,59,5.9831,
916,OAK,2016,12/8/2016,8:25,7:25,KAN,14,13,L 13-21,244,73,3.3425,54,5.9815,
917,SFO,2017,12/24/2017,4:05,1:05,JAX,16,15,W 44-33,369,66,5.5909,79,5.9747,1
918,NWE,2012,11/18/2012,4:25,4:25,IND,11,10,W 59-24,446,60,7.4333,75,5.9733,
919,KAN,2016,11/20/2016,1:00,12:00,TAM,11,10,L 17-19,343,52,6.5962,74,5.973,2
920,CAR,2013,9/15/2013,1:02,1:02,BUF,2,2,L 23-24,308,76,4.0526,73,5.9726,1
921,PHI,2015,12/13/2015,1:01,1:01,BUF,14,13,W 23-20,348,73,4.7671,69,5.971,1
922,NYG,2015,11/15/2015,4:31,4:31,NWE,10,10,L 26-27,422,70,6.0286,68,5.9706,1
923,NWE,2012,10/7/2012,4:25,4:25,DEN,5,5,W 31-21,444,89,4.9888,66,5.9697,1
924,ATL,2015,9/20/2015,1:02,1:02,NYG,2,2,W 24-20,402,70,5.7429,65,5.9692,
925,ATL,2015,12/6/2015,1:03,1:03,TAM,13,12,L 19-23,319,66,4.8333,65,5.9692,1
926,NWE,2012,12/16/2012,8:30,8:30,SFO,15,14,L 34-41,520,92,5.6522,65,5.9692,4
927,CHI,2013,11/10/2013,1:03,12:03,DET,10,9,L 19-21,338,71,4.7606,61,5.9672,1
928,DAL,2014,10/19/2014,4:25,3:25,NYG,7,7,W 31-21,423,60,7.05,59,5.9661,1
929,PHI,2016,12/18/2016,1:00,1:00,BAL,15,14,L 26-27,328,81,4.0494,57,5.9649,1
930,CHI,2013,12/9/2013,8:40,7:40,DAL,14,13,W 45-28,490,69,7.1014,55,5.9636,
931,CLE,2012,12/9/2012,1:02,1:02,KAN,14,13,W 30-7,352,68,5.1765,52,5.9615,
932,SDG,2014,11/2/2014,1:02,1:02,MIA,9,9,L 0-37,178,49,3.6327,74,5.9595,4
933,MIN,2012,12/2/2012,1:02,12:02,GNB,13,12,L 14-23,359,53,6.7736,73,5.9589,2
934,CLE,2012,12/2/2012,4:25,1:25,OAK,13,12,W 20-17,475,67,7.0896,72,5.9583,2
935,WAS,2017,10/2/2017,8:30,7:30,KAN,4,4,L 20-29,331,50,6.62,72,5.9583,1
936,CAR,2012,9/20/2012,8:20,8:20,NYG,3,3,L 7-36,327,55,5.9455,68,5.9559,5
937,BUF,2016,12/4/2016,4:05,1:05,OAK,13,12,L 24-38,382,69,5.5362,67,5.9552,2
938,MIN,2015,12/10/2015,8:25,6:25,ARI,14,13,L 20-23,389,63,6.1746,66,5.9545,3
939,NYJ,2017,10/15/2017,1:00,1:00,NWE,6,6,L 17-24,408,75,5.44,63,5.9524,3
940,STL,2013,11/3/2013,1:00,12:00,TEN,9,9,L 21-28,363,69,5.2609,61,5.9508,2
941,NWE,2016,11/27/2016,4:25,4:25,NYJ,12,11,W 22-17,377,71,5.3099,56,5.9464,
942,NYG,2012,9/20/2012,8:20,8:20,CAR,3,3,W 36-7,405,68,5.9559,55,5.9455,
943,BUF,2012,9/16/2012,1:02,1:02,KAN,2,2,W 35-17,379,55,6.8909,71,5.9437,
944,IND,2016,10/30/2016,1:02,1:02,KAN,8,8,L 14-30,277,62,4.4677,71,5.9437,2
945,TEN,2015,11/8/2015,1:02,12:02,NOR,9,8,W 34-28,483,67,7.209,70,5.9429,1
946,WAS,2013,12/22/2013,1:03,1:03,DAL,16,15,L 23-24,297,64,4.6406,52,5.9423,1
947,TAM,2014,10/5/2014,1:03,12:03,NOR,5,5,L 31-37,314,54,5.8148,86,5.9419,1
948,CIN,2015,9/27/2015,1:02,1:02,BAL,3,3,W 28-24,458,65,7.0462,67,5.9403,2
949,BAL,2013,12/29/2013,1:02,1:02,CIN,17,16,L 17-34,222,66,3.3636,66,5.9394,3
950,NYG,2015,10/11/2015,8:31,8:31,SFO,5,5,W 30-27,525,75,7,64,5.9375,1
951,BAL,2014,9/7/2014,1:02,1:02,CIN,1,1,L 16-23,423,85,4.9765,64,5.9375,2
952,WAS,2016,9/18/2016,1:03,1:03,DAL,2,2,L 23-27,432,65,6.6462,64,5.9375,1
953,CIN,2017,12/4/2017,8:30,8:30,PIT,13,12,L 20-23,353,60,5.8833,63,5.9365,
954,PIT,2017,12/31/2017,1:00,1:00,CLE,17,16,W 28-24,348,58,6,63,5.9365,2
955,SFO,2017,11/12/2017,4:25,1:25,NYG,10,10,W 31-21,474,58,8.1724,63,5.9365,2
956,IND,2012,12/9/2012,1:02,1:02,TEN,14,13,W 27-23,269,68,3.9559,60,5.9333,2
957,KAN,2012,11/18/2012,1:03,12:03,CIN,11,10,L 6-28,284,60,4.7333,69,5.9275,1
958,DET,2012,11/11/2012,1:05,12:05,MIN,10,9,L 24-34,368,61,6.0328,68,5.9265,2
959,NYG,2016,9/25/2016,1:02,1:02,WAS,3,3,L 27-29,457,61,7.4918,68,5.9265,3
960,GNB,2014,11/30/2014,4:25,3:25,NWE,13,12,W 26-21,478,70,6.8286,54,5.9259,
961,JAX,2015,11/15/2015,1:05,1:05,BAL,10,9,W 22-20,258,70,3.6857,67,5.9254,1
962,NYG,2014,10/5/2014,1:03,1:03,ATL,5,5,W 30-20,317,65,4.8769,67,5.9254,2
963,SFO,2014,12/28/2014,4:25,1:25,ARI,17,16,W 20-17,395,60,6.5833,67,5.9254,
964,CIN,2014,12/22/2014,8:30,8:30,DEN,16,15,W 37-28,353,62,5.6935,65,5.9231,2
965,DET,2016,12/11/2016,1:00,1:00,CHI,14,13,W 20-17,323,66,4.8939,50,5.92,2
966,KAN,2014,9/29/2014,8:31,7:31,NWE,4,4,W 41-14,443,66,6.7121,49,5.9184,
967,DAL,2012,12/30/2012,8:31,8:31,WAS,17,16,L 18-28,296,61,4.8525,61,5.918,3
968,CIN,2016,9/25/2016,1:02,1:02,DEN,3,3,L 17-29,332,64,5.1875,60,5.9167,2
969,NYG,2014,12/28/2014,1:02,1:02,PHI,17,16,L 26-34,505,78,6.4744,72,5.9167,1
970,TAM,2015,10/25/2015,1:04,1:04,WAS,7,6,L 30-31,479,60,7.9833,60,5.9167,1
971,SDG,2013,11/17/2013,4:05,4:05,MIA,11,10,L 16-20,435,63,6.9048,58,5.9138,1
972,DEN,2017,11/12/2017,8:30,6:30,NWE,10,9,L 16-41,339,61,5.5574,67,5.9104,2
973,DAL,2014,9/7/2014,4:25,3:25,SFO,1,1,L 17-28,382,63,6.0635,54,5.9074,4
974,MIA,2012,12/30/2012,4:25,4:25,NWE,17,16,L 0-28,256,57,4.4912,75,5.9067,2
975,ATL,2016,10/2/2016,1:04,1:04,CAR,4,4,W 48-33,571,65,8.7846,64,5.9063,1
976,HOU,2015,10/4/2015,1:02,1:02,ATL,4,4,L 21-48,428,75,5.7067,64,5.9063,4
977,NWE,2013,12/15/2013,1:02,1:02,MIA,15,14,L 20-24,453,78,5.8077,64,5.9063,1
978,PHI,2012,12/23/2012,1:03,1:03,WAS,16,15,L 20-27,411,75,5.48,53,5.9057,2
979,PIT,2017,10/8/2017,1:00,1:00,JAX,5,5,L 9-30,371,77,4.8182,53,5.9057,5
980,IND,2013,9/8/2013,1:02,1:02,OAK,1,1,W 21-17,274,53,5.1698,63,5.9048,
981,HOU,2014,9/7/2014,1:03,12:03,WAS,1,1,W 17-6,321,56,5.7321,63,5.9048,1
982,NYG,2012,9/16/2012,1:03,1:03,TAM,2,2,W 41-34,604,76,7.9474,52,5.9038,3
983,WAS,2013,11/7/2013,8:35,7:35,MIN,10,9,L 27-34,433,77,5.6234,52,5.9038,
984,ARI,2013,9/8/2013,4:23,3:23,STL,1,1,L 24-27,390,70,5.5714,62,5.9032,2
985,TAM,2015,1/3/2016,4:25,4:25,CAR,17,16,L 10-38,386,71,5.4366,62,5.9032,3
986,MIA,2015,10/4/2015,9:37,2:37,NYJ,4,4,L 14-27,226,58,3.8966,72,5.9028,2
987,CAR,2012,11/11/2012,1:02,1:02,DEN,10,9,L 14-36,250,64,3.9063,61,5.9016,2
988,GNB,2013,10/13/2013,1:02,1:02,BAL,6,5,W 19-17,438,65,6.7385,61,5.9016,2
989,HOU,2014,9/21/2014,1:02,1:02,NYG,3,3,L 17-30,411,62,6.629,71,5.9014,3
990,SFO,2017,10/15/2017,1:00,1:00,WAS,6,6,L 24-26,335,70,4.7857,71,5.9014,1
991,DET,2016,10/23/2016,1:02,1:02,WAS,7,7,W 20-17,344,51,6.7451,70,5.9,
992,NOR,2015,10/15/2015,8:26,7:26,ATL,6,6,W 31-21,385,72,5.3472,70,5.9,
993,NYJ,2016,10/2/2016,1:03,1:03,SEA,4,4,L 17-27,305,65,4.6923,60,5.9,3
994,SDG,2016,9/11/2016,1:05,12:05,KAN,1,1,L 27-33,388,69,5.6232,70,5.9,
995,TEN,2015,11/29/2015,1:02,12:02,OAK,12,11,L 21-24,249,57,4.3684,69,5.8986,2
996,TAM,2014,12/7/2014,1:02,1:02,DET,14,13,L 17-34,233,59,3.9492,69,5.8986,3
997,DAL,2017,10/8/2017,4:25,3:25,GNB,5,5,L 31-35,408,72,5.6667,58,5.8966,3
998,CLE,2015,11/30/2015,8:30,8:30,BAL,12,11,L 27-33,338,68,4.9706,57,5.8947,
999,JAX,2012,12/16/2012,1:03,1:03,MIA,15,14,L 3-24,299,57,5.2456,66,5.8939,
1000,LAR,2017,10/15/2017,4:05,4:05,JAX,6,6,W 27-17,249,56,4.4464,66,5.8939,1
1001,GNB,2013,11/4/2013,8:40,7:40,CHI,9,8,L 20-27,312,55,5.6727,75,5.8933,1
1002,DAL,2014,10/5/2014,1:03,12:03,HOU,5,5,W 20-17,456,75,6.08,56,5.8929,3
1003,SEA,2016,12/11/2016,4:25,3:25,GNB,14,13,L 10-38,354,68,5.2059,56,5.8929,6
1004,WAS,2014,12/20/2014,4:30,4:30,PHI,16,15,W 27-24,305,54,5.6481,84,5.8929,2
1005,NYJ,2013,12/8/2013,1:02,1:02,OAK,14,13,W 37-27,352,58,6.069,65,5.8923,1
1006,ATL,2012,11/29/2012,8:29,8:29,NOR,13,12,W 23-13,283,57,4.9649,74,5.8919,1
1007,CLE,2014,9/21/2014,1:02,1:02,BAL,3,3,L 21-23,375,55,6.8182,64,5.8906,
1008,CHI,2015,9/27/2015,4:26,1:26,SEA,3,3,L 0-26,146,46,3.1739,63,5.8889,
1009,WAS,2015,12/7/2015,8:31,8:31,DAL,13,12,L 16-19,266,60,4.4333,54,5.8889,1
1010,CAR,2014,11/10/2014,8:32,8:32,PHI,10,10,L 21-45,317,81,3.9136,62,5.8871,5
1011,CIN,2012,11/4/2012,1:02,1:02,DEN,9,8,L 23-31,366,72,5.0833,61,5.8852,1
1012,ATL,2014,12/28/2014,4:25,4:25,CAR,17,16,L 3-34,288,69,4.1739,52,5.8846,3
1013,ATL,2017,12/7/2017,8:25,8:25,NOR,14,13,W 20-17,343,65,5.2769,52,5.8846,3
1014,SEA,2015,11/22/2015,4:27,1:27,SFO,11,10,W 29-13,508,75,6.7733,52,5.8846,
1015,KAN,2017,9/17/2017,1:00,12:00,PHI,2,2,W 27-20,344,51,6.7451,69,5.8841,
1016,PIT,2015,10/12/2015,8:30,5:30,SDG,5,5,W 24-20,349,56,6.2321,69,5.8841,1
1017,STL,2013,11/10/2013,1:03,1:03,IND,10,10,W 38-8,372,55,6.7636,69,5.8841,1
1018,PIT,2017,12/4/2017,8:30,8:30,CIN,13,12,W 23-20,374,63,5.9365,60,5.8833,1
1019,DEN,2015,11/22/2015,1:02,12:02,CHI,11,10,W 17-15,389,68,5.7206,59,5.8814,
1020,NYG,2012,12/16/2012,1:03,1:03,ATL,15,14,L 0-34,256,47,5.4468,67,5.8806,3
1021,ARI,2016,12/18/2016,4:05,2:05,NOR,15,14,L 41-48,425,56,7.5893,83,5.8795,2
1022,NOR,2015,10/4/2015,8:30,7:30,DAL,4,4,W 26-20,438,69,6.3478,57,5.8772,
1023,JAX,2012,9/30/2012,4:05,4:05,CIN,4,4,L 10-27,212,58,3.6552,65,5.8769,2
1024,BUF,2017,11/19/2017,4:05,1:05,LAC,11,10,L 24-54,393,62,6.3387,73,5.8767,6
1025,IND,2013,10/20/2013,8:31,8:31,DEN,7,7,W 39-33,334,71,4.7042,73,5.8767,1
1026,WAS,2014,12/7/2014,1:03,1:03,STL,14,13,L 0-24,206,55,3.7455,56,5.875,2
1027,DET,2017,12/3/2017,1:00,1:00,BAL,13,12,L 20-44,372,61,6.0984,63,5.873,3
1028,DAL,2017,11/5/2017,4:25,3:25,KAN,9,8,W 28-17,375,65,5.7692,55,5.8727,
1029,STL,2015,1/3/2016,4:25,1:25,SFO,17,16,L 16-19,364,71,5.1268,78,5.8718,
1030,ATL,2015,9/14/2015,7:10,7:10,PHI,1,1,W 26-24,395,70,5.6429,68,5.8676,2
1031,IND,2012,12/30/2012,1:02,1:02,HOU,17,16,W 28-16,265,62,4.2742,60,5.8667,
1032,LAR,2016,10/9/2016,4:25,1:25,BUF,5,5,L 19-30,345,64,5.3906,52,5.8654,3
1033,CHI,2013,9/29/2013,1:03,1:03,DET,4,4,L 32-40,417,66,6.3182,66,5.8636,4
1034,NYJ,2014,12/28/2014,1:02,1:02,MIA,17,16,W 37-24,494,62,7.9677,66,5.8636,1
1035,SFO,2016,10/2/2016,4:25,1:25,DAL,4,4,L 17-24,295,53,5.566,73,5.863,1
1036,OAK,2016,11/6/2016,8:30,5:30,DEN,9,9,W 30-20,397,76,5.2237,51,5.8627,
1037,MIA,2012,12/23/2012,1:02,1:02,BUF,16,15,W 24-10,301,62,4.8548,65,5.8615,
1038,NYJ,2012,12/30/2012,1:02,1:02,BUF,17,16,L 9-28,332,72,4.6111,57,5.8596,2
1039,NOR,2012,11/18/2012,4:05,1:05,OAK,11,10,W 38-17,380,56,6.7857,69,5.8551,
1040,SDG,2012,10/7/2012,8:31,7:31,NOR,5,5,L 24-31,427,65,6.5692,69,5.8551,2
1041,BUF,2016,10/30/2016,1:02,1:02,NWE,8,8,L 25-41,376,68,5.5294,61,5.8525,
1042,DAL,2016,9/11/2016,4:27,3:27,NYG,1,1,L 19-20,328,75,4.3733,54,5.8519,
1043,IND,2015,9/27/2015,1:03,12:03,TEN,3,3,W 35-33,378,56,6.75,74,5.8514,2
1044,HOU,2016,10/16/2016,8:32,7:32,IND,6,6,W 26-23,414,68,6.0882,67,5.8507,1
1045,ARI,2015,10/18/2015,1:04,1:04,PIT,6,6,L 13-25,469,66,7.1061,53,5.8491,3
1046,DEN,2017,12/24/2017,1:00,1:00,WAS,16,15,L 11-27,330,71,4.6479,66,5.8485,3
1047,BAL,2017,9/17/2017,1:00,1:00,CLE,2,2,W 24-10,337,68,4.9559,66,5.8485,2
1048,JAX,2016,11/27/2016,1:00,1:00,BUF,12,11,L 21-28,301,65,4.6308,52,5.8462,
1049,TAM,2016,9/11/2016,1:05,1:05,ATL,1,1,W 31-24,371,60,6.1833,64,5.8438,1
1050,ARI,2016,12/4/2016,4:25,2:25,WAS,13,12,W 31-23,369,72,5.125,57,5.8421,
1051,KAN,2012,11/25/2012,1:03,12:03,DEN,12,11,L 9-17,264,59,4.4746,63,5.8413,1
1052,IND,2014,11/3/2014,8:31,8:31,NYG,9,9,W 40-24,443,71,6.2394,75,5.84,
1053,CHI,2015,11/1/2015,1:00,12:00,MIN,8,7,L 20-23,305,59,5.1695,56,5.8393,
1054,CAR,2012,12/9/2012,1:04,1:04,ATL,14,13,W 30-20,475,68,6.9853,62,5.8387,
1055,MIN,2014,11/23/2014,1:03,12:03,GNB,12,11,L 21-24,308,64,4.8125,62,5.8387,1
1056,NYJ,2014,11/9/2014,1:02,1:02,PIT,10,10,W 20-13,275,58,4.7414,62,5.8387,
1057,MIA,2012,12/9/2012,4:05,1:05,SFO,14,13,L 13-27,227,57,3.9825,55,5.8364,1
1058,IND,2012,10/7/2012,1:03,1:03,GNB,5,4,W 30-27,464,89,5.2135,61,5.8361,1
1059,OAK,2013,11/24/2013,4:05,1:05,TEN,12,11,L 19-23,353,55,6.4182,73,5.8356,2
1060,DEN,2017,12/31/2017,4:25,2:25,KAN,17,16,L 24-27,336,65,5.1692,65,5.8308,3
1061,MIN,2017,9/11/2017,7:10,9:10,NOR,1,1,W 29-19,470,63,7.4603,59,5.8305,
1062,NWE,2016,9/11/2016,8:30,5:30,ARI,1,1,W 23-21,363,66,5.5,59,5.8305,2
1063,TEN,2015,9/20/2015,1:02,1:02,CLE,2,2,L 14-28,385,74,5.2027,47,5.8298,3
1064,ARI,2015,9/13/2015,4:05,1:05,NOR,1,1,W 31-19,427,57,7.4912,70,5.8286,1
1065,DEN,2014,9/7/2014,8:30,6:30,IND,1,1,W 31-24,361,69,5.2319,70,5.8286,
1066,IND,2017,9/10/2017,4:05,1:05,LAR,1,1,L 9-46,225,49,4.5918,64,5.8281,3
1067,NOR,2013,11/3/2013,1:04,1:04,NYJ,9,8,L 20-26,407,66,6.1667,58,5.8276,2
1068,JAX,2012,9/23/2012,1:03,1:03,IND,3,3,W 22-17,333,54,6.1667,75,5.8267,
1069,WAS,2017,11/5/2017,4:05,1:05,SEA,9,8,W 17-14,244,60,4.0667,75,5.8267,1
1070,SFO,2013,12/23/2013,8:40,5:40,ATL,16,15,W 34-24,379,54,7.0185,69,5.8261,
1071,BUF,2017,10/29/2017,1:00,1:00,OAK,8,7,W 34-14,331,64,5.1719,63,5.8254,
1072,MIN,2014,9/21/2014,1:03,12:03,NOR,3,3,L 9-20,247,54,4.5741,68,5.8235,
1073,HOU,2014,10/26/2014,1:03,12:03,TEN,8,8,W 30-16,405,80,5.0625,56,5.8214,
1074,JAX,2014,10/26/2014,1:02,1:02,MIA,8,8,L 13-27,377,68,5.5441,56,5.8214,3
1075,CAR,2013,11/18/2013,8:42,8:42,NWE,11,10,W 24-20,300,54,5.5556,67,5.8209,
1076,TEN,2012,9/9/2012,1:03,12:03,NWE,1,1,L 13-34,284,61,4.6557,67,5.8209,2
1077,BUF,2015,10/18/2015,1:02,1:02,CIN,6,6,L 21-34,368,67,5.4925,61,5.8197,1
1078,NYJ,2015,12/6/2015,1:03,1:03,NYG,13,12,W 23-20,463,77,6.013,61,5.8197,1
1079,WAS,2012,10/28/2012,1:02,1:02,PIT,8,8,L 12-27,255,57,4.4737,61,5.8197,
1080,NOR,2014,10/5/2014,1:03,12:03,TAM,5,5,W 37-31,511,86,5.9419,54,5.8148,3
1081,NYJ,2016,10/30/2016,1:02,1:02,CLE,8,8,W 31-28,393,71,5.5352,70,5.8143,
1082,GNB,2013,12/22/2013,4:25,3:25,PIT,16,15,L 31-38,370,72,5.1389,59,5.8136,2
1083,NWE,2012,12/23/2012,1:02,1:02,JAX,16,15,W 23-16,349,71,4.9155,75,5.8133,2
1084,SEA,2014,10/12/2014,4:26,1:26,DAL,6,5,L 23-30,206,48,4.2917,69,5.8116,1
1085,CLE,2012,12/16/2012,1:03,1:03,WAS,15,14,L 21-38,291,52,5.5962,74,5.8108,2
1086,MIA,2016,9/25/2016,1:02,1:02,CLE,3,3,W 30-24,426,65,6.5538,74,5.8108,3
1087,MIA,2013,12/15/2013,1:02,1:02,NWE,15,14,W 24-20,378,64,5.9063,78,5.8077,1
1088,NOR,2012,11/5/2012,8:40,7:40,PHI,9,8,W 28-13,371,54,6.8704,77,5.8052,2
1089,TAM,2015,10/11/2015,1:02,1:02,JAX,5,5,W 38-31,369,61,6.0492,56,5.8036,
1090,SDG,2013,12/1/2013,4:25,1:25,CIN,13,12,L 10-17,334,63,5.3016,61,5.8033,3
1091,DET,2017,12/10/2017,1:00,1:00,TAM,14,13,W 24-21,434,62,7,69,5.7971,3
1092,MIN,2015,11/15/2015,4:05,1:05,OAK,10,9,W 30-14,385,59,6.5254,64,5.7969,
1093,BAL,2015,11/1/2015,1:02,1:02,SDG,8,8,W 29-26,365,65,5.6154,64,5.7969,
1094,CAR,2017,11/13/2017,8:30,8:30,MIA,10,10,W 45-21,548,71,7.7183,54,5.7963,
1095,TEN,2013,9/15/2013,1:03,12:03,HOU,2,2,L 24-30,248,67,3.7015,78,5.7949,
1096,DAL,2012,12/9/2012,1:03,1:03,CIN,14,13,W 20-19,288,70,4.1143,58,5.7931,1
1097,TEN,2016,10/2/2016,1:02,12:02,HOU,4,4,L 20-27,320,62,5.1613,62,5.7903,1
1098,PHI,2015,11/8/2015,8:31,7:31,DAL,9,8,W 33-27,459,72,6.375,71,5.7887,
1099,CIN,2016,12/18/2016,1:00,1:00,PIT,15,14,L 20-24,222,56,3.9643,66,5.7879,1
1100,BAL,2014,11/2/2014,8:30,8:30,PIT,9,9,L 23-43,332,67,4.9552,65,5.7846,2
1101,SFO,2016,1/1/2017,4:25,1:25,SEA,17,16,L 23-25,253,58,4.3621,65,5.7846,2
1102,HOU,2016,10/24/2016,8:30,6:30,DEN,7,7,L 9-27,271,67,4.0448,60,5.7833,2
1103,BAL,2012,11/11/2012,1:02,1:02,OAK,10,9,W 55-20,419,62,6.7581,73,5.7808,1
1104,DAL,2013,11/3/2013,1:03,12:03,MIN,9,9,W 27-23,350,63,5.5556,68,5.7794,1
1105,NWE,2013,12/29/2013,4:25,4:25,BUF,17,16,W 34-20,382,68,5.6176,68,5.7794,1
1106,PHI,2016,11/28/2016,8:30,8:30,GNB,12,11,L 13-27,292,58,5.0345,67,5.7761,1
1107,SFO,2013,11/17/2013,4:25,3:25,NOR,11,10,L 20-23,196,56,3.5,67,5.7761,1
1108,IND,2013,11/24/2013,4:05,2:05,ARI,12,11,L 11-40,239,55,4.3455,71,5.7746,1
1109,DET,2016,11/24/2016,12:30,12:30,MIN,12,11,W 16-13,308,61,5.0492,53,5.7736,
1110,DAL,2013,10/13/2013,8:31,7:31,WAS,6,6,W 31-16,213,50,4.26,75,5.7733,1
1111,CHI,2015,9/20/2015,1:00,12:00,ARI,2,2,L 23-48,335,62,5.4032,52,5.7692,2
