player_id,year,game_number,name,team,date,log_draft_position,log_num_games,ewma_fpts,ewma_team_rush_attempts,ewma_team_rush_percentage,ewma_team_passing_rating,ewma_rushing_attempts,ewma_receiving_targets,DY/P,TO,next_fpts,fpts
18575,2017,10,Jalen Richard,OAK,2017-11-19,5.541263545158426,3.258096538021482,5.516945000112028,22.897404335498447,0.4923248127485317,85.3951402898238,5.067131007542732,2.77349168948162,4.9654,2.8,10.0,3.8000000000000003
18630,2014,1,Trent Richardson ,IND,2014-09-07,1.0986122886681098,3.4657359027997265,8.998208257529196,24.510548201700807,0.4968858014843184,85.96589671463195,11.051265663384504,3.6071387840738867,5.0270600000000005,1.4,10.0,6.6
18630,2014,2,Trent Richardson ,IND,2014-09-15,1.0986122886681098,3.49650756146648,9.117991835273992,26.09754253091248,0.5155077558735873,86.35814415996937,12.240829264630698,3.2954049196447963,5.1805,1.8,9.5,10.0
18630,2014,3,Trent Richardson ,IND,2014-09-21,1.0986122886681098,3.5263605246161616,9.163580664949816,26.43900811551101,0.5098882475924442,92.71600955291416,12.450768586432796,3.379491250971705,4.92062,1.5,17.9,9.5
18630,2014,4,Trent Richardson ,IND,2014-09-28,1.0986122886681098,3.555348061489413,10.204422366984176,28.152065984274437,0.5188089579597198,96.31412607610076,13.350170798277686,3.5725558258065284,5.81128,2.0,6.7,17.9
18630,2014,5,Trent Richardson ,IND,2014-10-05,1.0986122886681098,3.58351893845611,9.78753328335732,28.369469986124507,0.5146986061693923,93.54775830244185,12.832670757529176,3.7423658062798952,5.727079999999999,2.0,10.1,6.7
18630,2014,6,Trent Richardson ,IND,2014-10-09,1.0986122886681098,3.610917912644224,9.8246558198835,29.14953234069809,0.5227732799533854,94.03625732568398,13.327769351332815,3.297754895938322,5.57616,2.0,13.8,10.100000000000001
18630,2014,9,Trent Richardson ,IND,2014-11-03,1.0986122886681098,3.6635616461296463,9.692239551957384,27.00013670870264,0.4966310196329772,96.4792526916718,12.647950062153303,3.3219651687174516,5.86768,1.0,2.6,5.200000000000001
18630,2014,10,Trent Richardson ,IND,2014-11-16,1.0986122886681098,3.688879454113936,8.852235339017557,25.70600297826704,0.486469300882793,95.7169876691222,11.860567456318858,3.046951823534564,5.5529600000000015,2.4,10.2,2.6
18630,2014,11,Trent Richardson ,IND,2014-11-23,1.0986122886681098,3.7135720667043084,9.011738002074901,26.799414392588574,0.5027670301906997,96.23263617863724,11.995414830161456,2.8047031012941,5.6596199999999985,1.6,1.2000000000000002,10.2
18630,2014,12,Trent Richardson ,IND,2014-11-30,1.0986122886681098,3.737669618283368,8.087895224017561,26.11713034640168,0.5053826736976762,101.02879662820936,11.52290344598454,2.4730093470953096,4.568879999999999,2.2,3.0,1.2000000000000002
18630,2014,13,Trent Richardson ,IND,2014-12-07,1.0986122886681098,3.7612001156935615,7.48655402021796,25.397467952707373,0.4994018243856502,96.17834996606709,10.988338938830625,2.1807229787027462,5.1002600000000005,1.0,5.1000000000000005,3.0
18630,2014,14,Trent Richardson ,IND,2014-12-14,1.0986122886681098,3.7841896339182615,7.20463907773388,25.703648193565325,0.5122599217725048,93.8632499700592,10.753463694930591,2.277501192135539,5.7312,1.5,1.9,5.1000000000000005
18654,2014,8,Theo Riddick,DET,2014-10-26,5.293304824724492,2.9957322735539913,4.918523919532988,26.47334910420782,0.5345533632070276,83.24669551134214,1.5591523856539615,2.4116576119805075,4.6385999999999985,2.333333333333333,7.5,17.9
18654,2014,9,Theo Riddick,DET,2014-11-09,5.293304824724492,3.0445224377234235,5.245857882214472,25.594131562536305,0.5202580826251266,83.9941430982431,1.7418534235573335,2.486260063942436,5.28552,1.0,4.1000000000000005,7.5
18654,2014,10,Theo Riddick,DET,2014-11-16,5.293304824724492,3.0910424533583165,5.101879840285703,24.818351378708517,0.5194646039061133,81.59483214550862,1.7742897659552248,2.927764550400036,5.6843400000000015,1.5,6.7,4.1000000000000005
18654,2014,11,Theo Riddick,DET,2014-11-23,5.293304824724492,3.1354942159291497,5.301090586127335,24.83972180474281,0.5267505738980071,77.81896954015468,1.8024252623976118,3.3107284418168907,5.955540000000001,2.2,8.4,6.7
18654,2014,12,Theo Riddick,DET,2014-11-27,5.293304824724492,3.1780538303479458,5.684691917747835,24.623283945361305,0.5122515383723385,82.31085547660706,1.579310405375023,3.7674082905705566,4.74374,2.2,0.0,8.4
18654,2015,2,Theo Riddick,DET,2015-09-20,5.293304824724492,3.4011973816621555,5.914147203638,22.890370512876892,0.4956182486618276,84.00527607246731,0.9187822956947292,3.5703497192229303,4.47098,1.75,10.6,7.1000000000000005
18654,2015,3,Theo Riddick,DET,2015-09-27,5.293304824724492,3.4339872044851463,6.477047695271317,22.43267986430314,0.4820161017604362,82.88700829923587,0.8084111362865463,4.342728507325198,4.534560000000001,1.6666666666666667,6.1,10.600000000000001
18654,2015,4,Theo Riddick,DET,2015-10-05,5.293304824724492,3.4657359027997265,6.431865918723741,21.9111881155616,0.4757284931499648,82.94736026403166,0.8313693066662279,4.421489613905508,5.4733,2.0,16.3,6.1
18654,2015,5,Theo Riddick,DET,2015-10-11,5.293304824724492,3.49650756146648,7.611792200612651,21.45104833726024,0.4556527581632292,81.05943552708676,0.7319630271394326,5.447216441352586,5.46972,1.75,9.3,16.3
